source	transformation	target
Daniel sees Leo	sem	see ( daniel , leo )
Peter beside Zack dreams	sem	 dream ( peter ) & beside ( peter , zack ) 
Olivia knows herself	sem	know ( olivia , olivia )
Ynez beside Ron meets Ron	sem	 meet ( ynez , ron ) & beside ( ynez , ron ) 
Zack near Alice knows Sarah	sem	 know ( zack , sarah ) & near ( zack , alice ) 
Xavier believes Ursa	sem	believe ( xavier , ursa )
Daniel hears Peter	sem	hear ( daniel , peter )
Thomas behind Thomas runs	sem	 run ( thomas ) & behind ( thomas , thomas ) 
Grace near Peter sings	sem	 sing ( grace ) & near ( grace , peter ) 
Grace believes Willow	sem	believe ( grace , willow )
John knows Ellie	sem	know ( john , ellie )
Claire believes herself	sem	believe ( claire , claire )
Daniel meets himself	sem	meet ( daniel , daniel )
Zack sees Isla	sem	see ( zack , isla )
Ynez near Alice hears herself	sem	 hear ( ynez , ynez ) & near ( ynez , alice ) 
Ron beside Ned dances	sem	 dance ( ron ) & beside ( ron , ned ) 
Frank behind Mary runs	sem	 run ( frank ) & behind ( frank , mary ) 
Frank sleeps	sem	sleep ( frank )
Bob dances	sem	dance ( bob )
Xavier believes himself	sem	believe ( xavier , xavier )
Peter near Willow sings	sem	 sing ( peter ) & near ( peter , willow ) 
Leo near Willow dances	sem	 dance ( leo ) & near ( leo , willow ) 
Victor knows himself	sem	know ( victor , victor )
Olivia sees Ron	sem	see ( olivia , ron )
Mary knows Claire	sem	know ( mary , claire )
Leo dances	sem	dance ( leo )
Ron behind Ned knows himself	sem	 know ( ron , ron ) & behind ( ron , ned ) 
Henry beside Henry dances	sem	 dance ( henry ) & beside ( henry , henry ) 
John hears Bob	sem	hear ( john , bob )
Quinn near Claire meets Daniel	sem	 meet ( quinn , daniel ) & near ( quinn , claire ) 
Ynez beside Mary sees Olivia	sem	 see ( ynez , olivia ) & beside ( ynez , mary ) 
Claire behind Claire runs	sem	 run ( claire ) & behind ( claire , claire ) 
Peter beside Ellie believes Frank	sem	 believe ( peter , frank ) & beside ( peter , ellie ) 
Claire dances	sem	dance ( claire )
Isla beside Ynez sees Ursa	sem	 see ( isla , ursa ) & beside ( isla , ynez ) 
Ned near Alice knows Olivia	sem	 know ( ned , olivia ) & near ( ned , alice ) 
Mary believes Victor	sem	believe ( mary , victor )
Bob believes himself	sem	believe ( bob , bob )
Kate believes Alice	sem	believe ( kate , alice )
Victor hears Ron	sem	hear ( victor , ron )
Xavier hears himself	sem	hear ( xavier , xavier )
Ynez beside Quinn meets Isla	sem	 meet ( ynez , isla ) & beside ( ynez , quinn ) 
Alice behind Ellie believes Willow	sem	 believe ( alice , willow ) & behind ( alice , ellie ) 
Victor by Daniel sings	sem	 sing ( victor ) & by ( victor , daniel ) 
Kate meets Zack	sem	meet ( kate , zack )
Zack believes Xavier	sem	believe ( zack , xavier )
Thomas by Daniel knows John	sem	 know ( thomas , john ) & by ( thomas , daniel ) 
Olivia by Leo knows herself	sem	 know ( olivia , olivia ) & by ( olivia , leo ) 
Isla sleeps	sem	sleep ( isla )
Leo beside Kate sees Peter	sem	 see ( leo , peter ) & beside ( leo , kate ) 
Willow behind Daniel dances	sem	 dance ( willow ) & behind ( willow , daniel ) 
Zack by Ynez dances	sem	 dance ( zack ) & by ( zack , ynez ) 
Frank by Ynez sees Mary	sem	 see ( frank , mary ) & by ( frank , ynez ) 
Ned near Willow hears Sarah	sem	 hear ( ned , sarah ) & near ( ned , willow ) 
Ynez by Ynez believes Victor	sem	 believe ( ynez , victor ) & by ( ynez , ynez ) 
Alice by Isla sees Alice	sem	 see ( alice , alice ) & by ( alice , isla ) 
Ursa behind Ynez sees Olivia	sem	 see ( ursa , olivia ) & behind ( ursa , ynez ) 
Mary beside Claire believes Quinn	sem	 believe ( mary , quinn ) & beside ( mary , claire ) 
Ursa dreams	sem	dream ( ursa )
Ned knows Thomas	sem	know ( ned , thomas )
Ned hears himself	sem	hear ( ned , ned )
Kate meets Ursa	sem	meet ( kate , ursa )
Bob beside Kate dances	sem	 dance ( bob ) & beside ( bob , kate ) 
Isla near Thomas knows Ellie	sem	 know ( isla , ellie ) & near ( isla , thomas ) 
Ellie by Ned believes herself	sem	 believe ( ellie , ellie ) & by ( ellie , ned ) 
Grace sees Leo	sem	see ( grace , leo )
Isla beside Ron sings	sem	 sing ( isla ) & beside ( isla , ron ) 
Ned sees himself	sem	see ( ned , ned )
Isla sees Olivia	sem	see ( isla , olivia )
Henry hears John	sem	hear ( henry , john )
Sarah believes Victor	sem	believe ( sarah , victor )
Ron knows himself	sem	know ( ron , ron )
Isla near Mary sleeps	sem	 sleep ( isla ) & near ( isla , mary ) 
Xavier by Mary meets himself	sem	 meet ( xavier , xavier ) & by ( xavier , mary ) 
Bob by Zack believes himself	sem	 believe ( bob , bob ) & by ( bob , zack ) 
Kate sees Willow	sem	see ( kate , willow )
Kate meets herself	sem	meet ( kate , kate )
Peter knows Ned	sem	know ( peter , ned )
Claire meets Zack	sem	meet ( claire , zack )
Thomas runs	sem	run ( thomas )
Olivia by Mary dreams	sem	 dream ( olivia ) & by ( olivia , mary ) 
Xavier near Grace hears himself	sem	 hear ( xavier , xavier ) & near ( xavier , grace ) 
Ned beside Xavier meets himself	sem	 meet ( ned , ned ) & beside ( ned , xavier ) 
Frank sleeps	sem	sleep ( frank )
Quinn behind Frank runs	sem	 run ( quinn ) & behind ( quinn , frank ) 
Olivia near Leo dances	sem	 dance ( olivia ) & near ( olivia , leo ) 
Zack by Sarah hears Bob	sem	 hear ( zack , bob ) & by ( zack , sarah ) 
Claire believes Ynez	sem	believe ( claire , ynez )
Zack sees Sarah	sem	see ( zack , sarah )
Claire behind Olivia knows herself	sem	 know ( claire , claire ) & behind ( claire , olivia ) 
Thomas beside Claire knows himself	sem	 know ( thomas , thomas ) & beside ( thomas , claire ) 
Ned knows Henry	sem	know ( ned , henry )
Xavier meets himself	sem	meet ( xavier , xavier )
Quinn sees Frank	sem	see ( quinn , frank )
Isla sings	sem	sing ( isla )
John sleeps	sem	sleep ( john )
Thomas meets Ellie	sem	meet ( thomas , ellie )
John beside Victor hears himself	sem	 hear ( john , john ) & beside ( john , victor ) 
Daniel hears Zack	sem	hear ( daniel , zack )
Olivia beside Ron hears herself	sem	 hear ( olivia , olivia ) & beside ( olivia , ron ) 
Henry beside Kate sees himself	sem	 see ( henry , henry ) & beside ( henry , kate ) 
Willow near Zack knows Peter	sem	 know ( willow , peter ) & near ( willow , zack ) 
Thomas near Sarah hears himself	sem	 hear ( thomas , thomas ) & near ( thomas , sarah ) 
Xavier near Sarah believes Grace	sem	 believe ( xavier , grace ) & near ( xavier , sarah ) 
Zack hears Sarah	sem	hear ( zack , sarah )
Frank sleeps	sem	sleep ( frank )
Leo believes Zack	sem	believe ( leo , zack )
Peter behind Claire meets himself	sem	 meet ( peter , peter ) & behind ( peter , claire ) 
Kate near Olivia hears Willow	sem	 hear ( kate , willow ) & near ( kate , olivia ) 
Peter behind Xavier runs	sem	 run ( peter ) & behind ( peter , xavier ) 
Ursa sees Willow	sem	see ( ursa , willow )
Henry by Ynez meets Daniel	sem	 meet ( henry , daniel ) & by ( henry , ynez ) 
Alice knows herself	sem	know ( alice , alice )
Bob dances	sem	dance ( bob )
Leo beside Ynez sees himself	sem	 see ( leo , leo ) & beside ( leo , ynez ) 
John runs	sem	run ( john )
Leo meets himself	sem	meet ( leo , leo )
Kate behind John sees herself	sem	 see ( kate , kate ) & behind ( kate , john ) 
Willow near Ynez dreams	sem	 dream ( willow ) & near ( willow , ynez ) 
Victor behind Isla sees Thomas	sem	 see ( victor , thomas ) & behind ( victor , isla ) 
Isla behind Isla meets herself	sem	 meet ( isla , isla ) & behind ( isla , isla ) 
Ursa near Henry dances	sem	 dance ( ursa ) & near ( ursa , henry ) 
Isla by Mary meets herself	sem	 meet ( isla , isla ) & by ( isla , mary ) 
Alice near Alice knows Mary	sem	 know ( alice , mary ) & near ( alice , alice ) 
Willow behind Ursa runs	sem	 run ( willow ) & behind ( willow , ursa ) 
Thomas knows Ellie	sem	know ( thomas , ellie )
John by Zack meets himself	sem	 meet ( john , john ) & by ( john , zack ) 
Sarah knows Claire	sem	know ( sarah , claire )
Henry hears Ellie	sem	hear ( henry , ellie )
Thomas near Isla sings	sem	 sing ( thomas ) & near ( thomas , isla ) 
Ned knows himself	sem	know ( ned , ned )
Ned beside Xavier runs	sem	 run ( ned ) & beside ( ned , xavier ) 
Ron believes Sarah	sem	believe ( ron , sarah )
Victor runs	sem	run ( victor )
Zack behind Ron sees himself	sem	 see ( zack , zack ) & behind ( zack , ron ) 
Thomas beside Alice hears himself	sem	 hear ( thomas , thomas ) & beside ( thomas , alice ) 
Thomas hears Sarah	sem	hear ( thomas , sarah )
Ellie meets Leo	sem	meet ( ellie , leo )
Olivia believes herself	sem	believe ( olivia , olivia )
Henry behind Leo dances	sem	 dance ( henry ) & behind ( henry , leo ) 
Bob hears himself	sem	hear ( bob , bob )
Olivia behind Leo sings	sem	 sing ( olivia ) & behind ( olivia , leo ) 
Ned by Quinn believes John	sem	 believe ( ned , john ) & by ( ned , quinn ) 
Bob by Ynez sleeps	sem	 sleep ( bob ) & by ( bob , ynez ) 
Ron beside Grace hears Peter	sem	 hear ( ron , peter ) & beside ( ron , grace ) 
Sarah dances	sem	dance ( sarah )
Ron dances	sem	dance ( ron )
Ron meets Thomas	sem	meet ( ron , thomas )
Bob beside Olivia sings	sem	 sing ( bob ) & beside ( bob , olivia ) 
Xavier behind Ron sleeps	sem	 sleep ( xavier ) & behind ( xavier , ron ) 
Ynez beside Grace hears Isla	sem	 hear ( ynez , isla ) & beside ( ynez , grace ) 
Bob sees himself	sem	see ( bob , bob )
Isla hears herself	sem	hear ( isla , isla )
Zack sleeps	sem	sleep ( zack )
Thomas sees himself	sem	see ( thomas , thomas )
Xavier by Zack knows Peter	sem	 know ( xavier , peter ) & by ( xavier , zack ) 
Zack sings	sem	sing ( zack )
Xavier dreams	sem	dream ( xavier )
Peter sees Grace	sem	see ( peter , grace )
Sarah believes Daniel	sem	believe ( sarah , daniel )
John knows himself	sem	know ( john , john )
Ron meets himself	sem	meet ( ron , ron )
Leo sees Ellie	sem	see ( leo , ellie )
Ron near Quinn sees Peter	sem	 see ( ron , peter ) & near ( ron , quinn ) 
Daniel by Ynez believes Peter	sem	 believe ( daniel , peter ) & by ( daniel , ynez ) 
John behind Quinn sings	sem	 sing ( john ) & behind ( john , quinn ) 
Mary hears herself	sem	hear ( mary , mary )
Thomas meets Olivia	sem	meet ( thomas , olivia )
Frank behind Frank believes himself	sem	 believe ( frank , frank ) & behind ( frank , frank ) 
Victor sings	sem	sing ( victor )
Ursa beside Ron meets Ned	sem	 meet ( ursa , ned ) & beside ( ursa , ron ) 
John beside Grace runs	sem	 run ( john ) & beside ( john , grace ) 
Claire sees herself	sem	see ( claire , claire )
Mary dreams	sem	dream ( mary )
Bob sings	sem	sing ( bob )
Zack behind Alice dances	sem	 dance ( zack ) & behind ( zack , alice ) 
Victor near Quinn sings	sem	 sing ( victor ) & near ( victor , quinn ) 
Victor hears Olivia	sem	hear ( victor , olivia )
Bob by Alice runs	sem	 run ( bob ) & by ( bob , alice ) 
Ned beside Bob meets himself	sem	 meet ( ned , ned ) & beside ( ned , bob ) 
Claire dreams	sem	dream ( claire )
Ron knows Grace	sem	know ( ron , grace )
Ellie beside Grace knows herself	sem	 know ( ellie , ellie ) & beside ( ellie , grace ) 
Quinn meets herself	sem	meet ( quinn , quinn )
Isla by Alice dances	sem	 dance ( isla ) & by ( isla , alice ) 
Xavier by Xavier meets Ned	sem	 meet ( xavier , ned ) & by ( xavier , xavier ) 
Frank sees Sarah	sem	see ( frank , sarah )
Leo believes himself	sem	believe ( leo , leo )
Ursa meets Quinn	sem	meet ( ursa , quinn )
Frank hears himself	sem	hear ( frank , frank )
Peter dreams	sem	dream ( peter )
Ursa believes Ursa	sem	believe ( ursa , ursa )
John dances	sem	dance ( john )
Kate hears Grace	sem	hear ( kate , grace )
Sarah by Henry sleeps	sem	 sleep ( sarah ) & by ( sarah , henry ) 
Frank hears Ynez	sem	hear ( frank , ynez )
Thomas runs	sem	run ( thomas )
Mary near Willow dreams	sem	 dream ( mary ) & near ( mary , willow ) 
Victor behind Sarah hears Victor	sem	 hear ( victor , victor ) & behind ( victor , sarah ) 
Claire sleeps	sem	sleep ( claire )
Thomas by Ynez sees Quinn	sem	 see ( thomas , quinn ) & by ( thomas , ynez ) 
John believes Peter	sem	believe ( john , peter )
Henry hears Xavier	sem	hear ( henry , xavier )
Zack hears himself	sem	hear ( zack , zack )
Henry behind Willow dances	sem	 dance ( henry ) & behind ( henry , willow ) 
Peter by Ron dances	sem	 dance ( peter ) & by ( peter , ron ) 
Thomas beside Sarah dances	sem	 dance ( thomas ) & beside ( thomas , sarah ) 
Ynez by Mary hears John	sem	 hear ( ynez , john ) & by ( ynez , mary ) 
Ned sleeps	sem	sleep ( ned )
Bob knows Zack	sem	know ( bob , zack )
Olivia sings	sem	sing ( olivia )
Sarah beside Frank knows Frank	sem	 know ( sarah , frank ) & beside ( sarah , frank ) 
Ron sings	sem	sing ( ron )
Sarah hears Claire	sem	hear ( sarah , claire )
Henry near Ned sees himself	sem	 see ( henry , henry ) & near ( henry , ned ) 
Ellie knows herself	sem	know ( ellie , ellie )
Thomas beside John knows Claire	sem	 know ( thomas , claire ) & beside ( thomas , john ) 
Kate knows Ursa	sem	know ( kate , ursa )
Ron behind Mary dances	sem	 dance ( ron ) & behind ( ron , mary ) 
Ellie hears Quinn	sem	hear ( ellie , quinn )
Kate meets herself	sem	meet ( kate , kate )
Mary sees Ron	sem	see ( mary , ron )
Willow believes herself	sem	believe ( willow , willow )
Isla by John sees herself	sem	 see ( isla , isla ) & by ( isla , john ) 
Quinn near Willow dreams	sem	 dream ( quinn ) & near ( quinn , willow ) 
Xavier believes Bob	sem	believe ( xavier , bob )
Quinn hears Grace	sem	hear ( quinn , grace )
Quinn by Ynez sleeps	sem	 sleep ( quinn ) & by ( quinn , ynez ) 
Ron sings	sem	sing ( ron )
Peter beside Claire runs	sem	 run ( peter ) & beside ( peter , claire ) 
Grace near Daniel believes Henry	sem	 believe ( grace , henry ) & near ( grace , daniel ) 
Isla behind Ynez sings	sem	 sing ( isla ) & behind ( isla , ynez ) 
Henry beside Daniel believes Ellie	sem	 believe ( henry , ellie ) & beside ( henry , daniel ) 
Bob sings	sem	sing ( bob )
Thomas hears Thomas	sem	hear ( thomas , thomas )
Leo by Peter sleeps	sem	 sleep ( leo ) & by ( leo , peter ) 
Peter near Mary sings	sem	 sing ( peter ) & near ( peter , mary ) 
Ron knows himself	sem	know ( ron , ron )
Ursa dances	sem	dance ( ursa )
Zack meets Kate	sem	meet ( zack , kate )
Kate beside Bob knows herself	sem	 know ( kate , kate ) & beside ( kate , bob ) 
Thomas behind Thomas believes Ellie	sem	 believe ( thomas , ellie ) & behind ( thomas , thomas ) 
Kate hears herself	sem	hear ( kate , kate )
Sarah near Victor dreams	sem	 dream ( sarah ) & near ( sarah , victor ) 
Peter behind Thomas dreams	sem	 dream ( peter ) & behind ( peter , thomas ) 
Ursa beside Olivia meets herself	sem	 meet ( ursa , ursa ) & beside ( ursa , olivia ) 
Bob beside John meets Ynez	sem	 meet ( bob , ynez ) & beside ( bob , john ) 
Victor hears Quinn	sem	hear ( victor , quinn )
Bob believes Peter	sem	believe ( bob , peter )
Quinn dances	sem	dance ( quinn )
Olivia dreams	sem	dream ( olivia )
Alice beside Ursa knows Xavier	sem	 know ( alice , xavier ) & beside ( alice , ursa ) 
Willow beside Isla knows Leo	sem	 know ( willow , leo ) & beside ( willow , isla ) 
Zack hears Grace	sem	hear ( zack , grace )
Alice near Peter knows Victor	sem	 know ( alice , victor ) & near ( alice , peter ) 
Henry meets Bob	sem	meet ( henry , bob )
Frank beside Ynez hears Xavier	sem	 hear ( frank , xavier ) & beside ( frank , ynez ) 
Willow runs	sem	run ( willow )
John hears himself	sem	hear ( john , john )
Frank beside Ellie believes Zack	sem	 believe ( frank , zack ) & beside ( frank , ellie ) 
Henry hears Isla	sem	hear ( henry , isla )
Quinn knows Grace	sem	know ( quinn , grace )
Frank by Quinn sees himself	sem	 see ( frank , frank ) & by ( frank , quinn ) 
Ron sees Ned	sem	see ( ron , ned )
Olivia sleeps	sem	sleep ( olivia )
Grace beside Ynez sings	sem	 sing ( grace ) & beside ( grace , ynez ) 
Mary dances	sem	dance ( mary )
Zack near John meets Thomas	sem	 meet ( zack , thomas ) & near ( zack , john ) 
John believes Zack	sem	believe ( john , zack )
Victor beside Ron believes Alice	sem	 believe ( victor , alice ) & beside ( victor , ron ) 
Grace believes Isla	sem	believe ( grace , isla )
Olivia beside Ynez hears Sarah	sem	 hear ( olivia , sarah ) & beside ( olivia , ynez ) 
Ellie near Ynez sees Bob	sem	 see ( ellie , bob ) & near ( ellie , ynez ) 
Daniel dances	sem	dance ( daniel )
Quinn near John hears Grace	sem	 hear ( quinn , grace ) & near ( quinn , john ) 
Daniel near Claire runs	sem	 run ( daniel ) & near ( daniel , claire ) 
Ynez near Victor sleeps	sem	 sleep ( ynez ) & near ( ynez , victor ) 
Claire dances	sem	dance ( claire )
Victor meets himself	sem	meet ( victor , victor )
Henry behind Victor sleeps	sem	 sleep ( henry ) & behind ( henry , victor ) 
Ynez hears herself	sem	hear ( ynez , ynez )
Kate behind Ron meets Leo	sem	 meet ( kate , leo ) & behind ( kate , ron ) 
Ron by Victor sings	sem	 sing ( ron ) & by ( ron , victor ) 
Grace near Mary sees herself	sem	 see ( grace , grace ) & near ( grace , mary ) 
Alice dances	sem	dance ( alice )
Mary hears Thomas	sem	hear ( mary , thomas )
Ned behind Daniel dreams	sem	 dream ( ned ) & behind ( ned , daniel ) 
John meets himself	sem	meet ( john , john )
Willow by Kate hears herself	sem	 hear ( willow , willow ) & by ( willow , kate ) 
Alice meets Ynez	sem	meet ( alice , ynez )
Frank sleeps	sem	sleep ( frank )
Frank near Sarah sleeps	sem	 sleep ( frank ) & near ( frank , sarah ) 
Frank near Daniel knows Mary	sem	 know ( frank , mary ) & near ( frank , daniel ) 
Thomas near Claire meets Sarah	sem	 meet ( thomas , sarah ) & near ( thomas , claire ) 
Ellie by Frank hears Grace	sem	 hear ( ellie , grace ) & by ( ellie , frank ) 
Ellie runs	sem	run ( ellie )
Xavier by John runs	sem	 run ( xavier ) & by ( xavier , john ) 
Kate knows Xavier	sem	know ( kate , xavier )
Grace dreams	sem	dream ( grace )
Zack dances	sem	dance ( zack )
Olivia believes Victor	sem	believe ( olivia , victor )
Mary behind Kate hears Olivia	sem	 hear ( mary , olivia ) & behind ( mary , kate ) 
Alice beside Ursa sings	sem	 sing ( alice ) & beside ( alice , ursa ) 
Zack near Grace hears himself	sem	 hear ( zack , zack ) & near ( zack , grace ) 
Bob behind Willow knows Olivia	sem	 know ( bob , olivia ) & behind ( bob , willow ) 
Willow sees Olivia	sem	see ( willow , olivia )
Daniel near Willow meets Henry	sem	 meet ( daniel , henry ) & near ( daniel , willow ) 
Daniel meets Kate	sem	meet ( daniel , kate )
Olivia believes Alice	sem	believe ( olivia , alice )
Kate behind Mary sees Ron	sem	 see ( kate , ron ) & behind ( kate , mary ) 
Ynez sleeps	sem	sleep ( ynez )
Daniel behind Alice sings	sem	 sing ( daniel ) & behind ( daniel , alice ) 
Victor knows Ron	sem	know ( victor , ron )
Ned by Ursa dances	sem	 dance ( ned ) & by ( ned , ursa ) 
John sees John	sem	see ( john , john )
Ron beside Ynez runs	sem	 run ( ron ) & beside ( ron , ynez ) 
Sarah knows Quinn	sem	know ( sarah , quinn )
Ellie near Zack meets Kate	sem	 meet ( ellie , kate ) & near ( ellie , zack ) 
Ursa meets Olivia	sem	meet ( ursa , olivia )
Daniel beside Kate believes Mary	sem	 believe ( daniel , mary ) & beside ( daniel , kate ) 
Willow meets Henry	sem	meet ( willow , henry )
Isla hears herself	sem	hear ( isla , isla )
Leo by Leo hears Olivia	sem	 hear ( leo , olivia ) & by ( leo , leo ) 
Willow beside Ned sings	sem	 sing ( willow ) & beside ( willow , ned ) 
Kate sleeps	sem	sleep ( kate )
Olivia near Ellie dreams	sem	 dream ( olivia ) & near ( olivia , ellie ) 
Olivia by Zack knows Isla	sem	 know ( olivia , isla ) & by ( olivia , zack ) 
Bob sees Daniel	sem	see ( bob , daniel )
Leo beside Zack runs	sem	 run ( leo ) & beside ( leo , zack ) 
Alice sings	sem	sing ( alice )
Alice believes herself	sem	believe ( alice , alice )
Xavier runs	sem	run ( xavier )
Olivia beside Zack hears Xavier	sem	 hear ( olivia , xavier ) & beside ( olivia , zack ) 
Peter sees Frank	sem	see ( peter , frank )
Isla near Zack knows Ron	sem	 know ( isla , ron ) & near ( isla , zack ) 
Mary near Thomas meets herself	sem	 meet ( mary , mary ) & near ( mary , thomas ) 
Xavier near Peter runs	sem	 run ( xavier ) & near ( xavier , peter ) 
Quinn by Victor knows Grace	sem	 know ( quinn , grace ) & by ( quinn , victor ) 
Kate near Grace runs	sem	 run ( kate ) & near ( kate , grace ) 
Willow sleeps	sem	sleep ( willow )
Mary meets Alice	sem	meet ( mary , alice )
Ned runs	sem	run ( ned )
Willow near Leo sleeps	sem	 sleep ( willow ) & near ( willow , leo ) 
Ynez hears Ellie	sem	hear ( ynez , ellie )
Mary knows herself	sem	know ( mary , mary )
Ron hears Olivia	sem	hear ( ron , olivia )
Sarah beside Zack meets herself	sem	 meet ( sarah , sarah ) & beside ( sarah , zack ) 
Leo beside Xavier believes Leo	sem	 believe ( leo , leo ) & beside ( leo , xavier ) 
Ynez behind Alice sees herself	sem	 see ( ynez , ynez ) & behind ( ynez , alice ) 
Daniel knows himself	sem	know ( daniel , daniel )
Daniel by Claire runs	sem	 run ( daniel ) & by ( daniel , claire ) 
Olivia sings	sem	sing ( olivia )
Leo dances	sem	dance ( leo )
Claire meets John	sem	meet ( claire , john )
Ned beside Alice meets himself	sem	 meet ( ned , ned ) & beside ( ned , alice ) 
Quinn beside Victor sees herself	sem	 see ( quinn , quinn ) & beside ( quinn , victor ) 
Ron dances	sem	dance ( ron )
Mary beside Mary knows Grace	sem	 know ( mary , grace ) & beside ( mary , mary ) 
Mary beside Willow hears herself	sem	 hear ( mary , mary ) & beside ( mary , willow ) 
Ursa believes Claire	sem	believe ( ursa , claire )
Claire hears herself	sem	hear ( claire , claire )
Ursa believes herself	sem	believe ( ursa , ursa )
Bob knows Zack	sem	know ( bob , zack )
Ron near Leo knows Bob	sem	 know ( ron , bob ) & near ( ron , leo ) 
Bob meets himself	sem	meet ( bob , bob )
Zack behind Zack sings	sem	 sing ( zack ) & behind ( zack , zack ) 
Henry behind Ned dreams	sem	 dream ( henry ) & behind ( henry , ned ) 
Ron sees Olivia	sem	see ( ron , olivia )
Claire behind Zack knows Ron	sem	 know ( claire , ron ) & behind ( claire , zack ) 
Bob meets himself	sem	meet ( bob , bob )
Ron behind Leo dreams	sem	 dream ( ron ) & behind ( ron , leo ) 
Frank by Leo sings	sem	 sing ( frank ) & by ( frank , leo ) 
Ron behind Thomas sings	sem	 sing ( ron ) & behind ( ron , thomas ) 
Claire behind Grace meets Leo	sem	 meet ( claire , leo ) & behind ( claire , grace ) 
Daniel behind Grace sings	sem	 sing ( daniel ) & behind ( daniel , grace ) 
Frank behind Ellie knows John	sem	 know ( frank , john ) & behind ( frank , ellie ) 
John knows Ellie	sem	know ( john , ellie )
Sarah by Bob believes Daniel	sem	 believe ( sarah , daniel ) & by ( sarah , bob ) 
Ned near Ned knows Frank	sem	 know ( ned , frank ) & near ( ned , ned ) 
Quinn beside Ynez meets herself	sem	 meet ( quinn , quinn ) & beside ( quinn , ynez ) 
Leo beside Willow runs	sem	 run ( leo ) & beside ( leo , willow ) 
Daniel meets himself	sem	meet ( daniel , daniel )
Ursa sings	sem	sing ( ursa )
Isla near Ynez knows Ron	sem	 know ( isla , ron ) & near ( isla , ynez ) 
Isla knows herself	sem	know ( isla , isla )
Daniel behind Ursa hears Xavier	sem	 hear ( daniel , xavier ) & behind ( daniel , ursa ) 
Quinn meets Grace	sem	meet ( quinn , grace )
John hears himself	sem	hear ( john , john )
Zack dreams	sem	dream ( zack )
Thomas sings	sem	sing ( thomas )
Bob runs	sem	run ( bob )
Leo believes himself	sem	believe ( leo , leo )
Ynez by Bob dances	sem	 dance ( ynez ) & by ( ynez , bob ) 
Xavier sings	sem	sing ( xavier )
Ellie meets Claire	sem	meet ( ellie , claire )
Frank by Ynez sleeps	sem	 sleep ( frank ) & by ( frank , ynez ) 
Ellie knows Henry	sem	know ( ellie , henry )
Quinn sings	sem	sing ( quinn )
Peter sings	sem	sing ( peter )
Ellie believes Isla	sem	believe ( ellie , isla )
Xavier by Zack believes Kate	sem	 believe ( xavier , kate ) & by ( xavier , zack ) 
Henry knows Grace	sem	know ( henry , grace )
Bob hears Thomas	sem	hear ( bob , thomas )
Kate behind Mary sees herself	sem	 see ( kate , kate ) & behind ( kate , mary ) 
Mary by Quinn sees Ursa	sem	 see ( mary , ursa ) & by ( mary , quinn ) 
Ursa by Sarah sleeps	sem	 sleep ( ursa ) & by ( ursa , sarah ) 
Thomas hears himself	sem	hear ( thomas , thomas )
Victor by Isla dreams	sem	 dream ( victor ) & by ( victor , isla ) 
Sarah knows Sarah	sem	know ( sarah , sarah )
Claire runs	sem	run ( claire )
Peter beside Zack hears Alice	sem	 hear ( peter , alice ) & beside ( peter , zack ) 
Claire meets herself	sem	meet ( claire , claire )
Peter believes himself	sem	believe ( peter , peter )
Leo behind Frank dances	sem	 dance ( leo ) & behind ( leo , frank ) 
Olivia knows Thomas	sem	know ( olivia , thomas )
John meets himself	sem	meet ( john , john )
Henry behind Frank hears himself	sem	 hear ( henry , henry ) & behind ( henry , frank ) 
Zack behind Peter runs	sem	 run ( zack ) & behind ( zack , peter ) 
Peter behind Xavier sleeps	sem	 sleep ( peter ) & behind ( peter , xavier ) 
Ynez by Quinn knows herself	sem	 know ( ynez , ynez ) & by ( ynez , quinn ) 
Quinn sleeps	sem	sleep ( quinn )
Isla believes Leo	sem	believe ( isla , leo )
Ellie beside Daniel knows herself	sem	 know ( ellie , ellie ) & beside ( ellie , daniel ) 
Thomas meets Isla	sem	meet ( thomas , isla )
Ynez knows herself	sem	know ( ynez , ynez )
Daniel near Claire hears himself	sem	 hear ( daniel , daniel ) & near ( daniel , claire ) 
Peter by Zack believes Frank	sem	 believe ( peter , frank ) & by ( peter , zack ) 
Grace near Peter hears Ynez	sem	 hear ( grace , ynez ) & near ( grace , peter ) 
Peter dances	sem	dance ( peter )
Victor behind Victor knows Ellie	sem	 know ( victor , ellie ) & behind ( victor , victor ) 
Ellie behind Grace dreams	sem	 dream ( ellie ) & behind ( ellie , grace ) 
Ursa hears Bob	sem	hear ( ursa , bob )
Ursa hears Willow	sem	hear ( ursa , willow )
John by Ron hears Xavier	sem	 hear ( john , xavier ) & by ( john , ron ) 
Peter behind Henry believes Zack	sem	 believe ( peter , zack ) & behind ( peter , henry ) 
Ron runs	sem	run ( ron )
Kate sees Zack	sem	see ( kate , zack )
Ursa dances	sem	dance ( ursa )
Isla beside Kate hears Xavier	sem	 hear ( isla , xavier ) & beside ( isla , kate ) 
Isla sleeps	sem	sleep ( isla )
Ursa behind Ursa sees herself	sem	 see ( ursa , ursa ) & behind ( ursa , ursa ) 
Ned beside Victor hears Alice	sem	 hear ( ned , alice ) & beside ( ned , victor ) 
Kate knows Kate	sem	know ( kate , kate )
Olivia knows Sarah	sem	know ( olivia , sarah )
Thomas behind Leo sees Ron	sem	 see ( thomas , ron ) & behind ( thomas , leo ) 
Olivia by Henry believes herself	sem	 believe ( olivia , olivia ) & by ( olivia , henry ) 
